id_egresso,meses_desde_formacao,idade_egresso,nivel_cargo,renda_mensal_estimada,area_atuacao,modalidade_graduacao,tipo_empresa,satisfacao_graduacao_nps,engajamento_alumni_score,bolsista_graduacao,potencial_matricula_pos
316,109,34,Sênior,10973.12,Tecnologia,Presencial,ONG,4,15,0,0
317,6,21,Júnior,3107.31,Biológicas,Presencial,Iniciativa Privada,9,48,0,0
318,16,27,Pleno,5664.34,Tecnologia,Presencial,Iniciativa Privada,9,15,1,0
319,97,31,Gestão,15361.38,Biológicas,EAD,ONG,6,93,1,0
320,62,29,Gestão,16060.25,Exatas,Híbrido,Setor Público,7,37,0,0
321,94,33,Gestão,17826.77,Tecnologia,Híbrido,Autônomo/PJ,9,4,1,0
322,55,26,Pleno,6539.5,Tecnologia,EAD,Iniciativa Privada,9,6,1,0
323,28,26,Pleno,6821.4,Exatas,Presencial,Iniciativa Privada,9,76,0,0
324,36,25,Júnior,2782.78,Humanas,EAD,Autônomo/PJ,5,7,1,0
325,99,32,Sênior,11003.59,Biológicas,Presencial,Setor Público,9,32,1,0
326,47,26,Pleno,5869.41,Humanas,Híbrido,Iniciativa Privada,7,61,1,0
327,104,29,Sem vínculo,0.0,Exatas,Híbrido,Desempregado,8,73,1,0
328,12,24,Júnior,3875.37,Tecnologia,Híbrido,Setor Público,5,83,0,0
329,21,26,Sem vínculo,0.0,Biológicas,Híbrido,Desempregado,5,31,1,0
330,95,27,Pleno,7214.79,Biológicas,Presencial,Autônomo/PJ,8,92,0,0
331,117,30,Gestão,16270.48,Exatas,EAD,Autônomo/PJ,7,0,1,0
332,65,28,Sênior,11657.33,Tecnologia,Híbrido,Iniciativa Privada,6,90,1,0
333,118,34,Sênior,10855.73,Humanas,EAD,Iniciativa Privada,10,19,0,0
334,7,20,Júnior,2428.56,Humanas,EAD,ONG,4,54,0,0
335,6,25,Júnior,5873.45,Exatas,Híbrido,Iniciativa Privada,7,62,1,0
336,53,26,Sênior,10481.85,Exatas,EAD,Iniciativa Privada,8,77,1,0
337,17,28,Júnior,3561.25,Biológicas,Presencial,Iniciativa Privada,10,78,1,0
338,74,28,Gestão,17009.63,Tecnologia,Presencial,Iniciativa Privada,9,5,0,0
339,42,27,Sem vínculo,0.0,Exatas,Presencial,Desempregado,9,51,1,0
340,37,24,Pleno,5887.62,Tecnologia,Presencial,ONG,8,1,0,0
341,14,23,Júnior,2678.79,Tecnologia,Presencial,Iniciativa Privada,9,92,0,0
342,110,35,Sênior,10174.98,Biológicas,EAD,Iniciativa Privada,8,38,0,0
343,104,33,Sênior,13720.74,Exatas,Presencial,Autônomo/PJ,10,31,1,0
344,24,23,Sênior,12215.86,Biológicas,Híbrido,Setor Público,5,50,1,0
345,53,31,Sem vínculo,0.0,Exatas,Presencial,Desempregado,6,68,0,0
346,85,33,Gestão,18945.01,Biológicas,Híbrido,Setor Público,5,85,1,1
347,8,22,Pleno,7082.52,Exatas,Presencial,Iniciativa Privada,5,91,1,0
348,25,26,Júnior,5329.51,Tecnologia,EAD,Iniciativa Privada,5,31,1,0
349,29,25,Sem vínculo,0.0,Biológicas,EAD,Desempregado,8,92,1,0
350,59,28,Pleno,6940.96,Tecnologia,EAD,Setor Público,7,2,1,0
351,38,29,Pleno,5402.8,Exatas,Presencial,Setor Público,10,61,0,1
352,29,22,Pleno,6544.31,Exatas,Presencial,Iniciativa Privada,4,94,1,0
353,80,28,Pleno,6573.43,Tecnologia,Presencial,Autônomo/PJ,4,12,0,0
354,118,35,Gestão,16908.34,Tecnologia,Presencial,Autônomo/PJ,6,69,1,0
355,77,26,Gestão,18038.14,Humanas,Presencial,Iniciativa Privada,6,20,1,0
356,41,23,Pleno,7302.79,Tecnologia,Presencial,Iniciativa Privada,8,60,1,0
357,43,28,Pleno,6709.6,Exatas,EAD,Iniciativa Privada,4,13,1,0
358,109,30,Sênior,13997.98,Exatas,EAD,Iniciativa Privada,7,88,0,0
359,89,32,Gestão,17471.12,Exatas,Híbrido,Iniciativa Privada,8,70,0,0
360,104,30,Sênior,9288.86,Humanas,Presencial,Iniciativa Privada,6,21,1,0
361,117,29,Sênior,10449.47,Biológicas,Presencial,Setor Público,8,31,0,0
362,94,34,Gestão,16407.99,Tecnologia,EAD,Iniciativa Privada,6,40,0,0
363,104,34,Sênior,12906.1,Humanas,Presencial,Iniciativa Privada,4,31,1,0
364,30,25,Pleno,6995.83,Tecnologia,Presencial,ONG,10,41,0,0
365,98,28,Sênior,12264.62,Exatas,EAD,Setor Público,8,51,0,0
366,23,27,Júnior,2508.66,Exatas,EAD,Setor Público,5,93,1,0
367,115,36,Sênior,11441.96,Tecnologia,Híbrido,Iniciativa Privada,9,80,1,0
368,87,30,Gestão,16746.9,Tecnologia,Híbrido,Setor Público,10,53,1,0
369,71,30,Gestão,19137.34,Exatas,Híbrido,Iniciativa Privada,6,61,1,0
370,59,29,Pleno,5718.31,Tecnologia,EAD,Autônomo/PJ,5,84,0,0
371,40,24,Sênior,11905.98,Tecnologia,Híbrido,Iniciativa Privada,6,89,1,0
372,85,33,Sênior,10138.74,Biológicas,Presencial,Setor Público,10,42,1,0
373,66,25,Sênior,10488.98,Tecnologia,EAD,Iniciativa Privada,5,2,0,0
374,46,27,Pleno,7625.85,Exatas,Presencial,Autônomo/PJ,4,37,1,0
375,105,33,Sênior,11000.01,Tecnologia,EAD,Iniciativa Privada,10,80,0,0
376,38,28,Pleno,4654.31,Biológicas,Presencial,Iniciativa Privada,10,38,1,0
377,73,27,Gestão,16276.64,Tecnologia,Presencial,Iniciativa Privada,4,69,1,0
378,38,26,Pleno,7061.56,Exatas,Presencial,Setor Público,7,84,0,0
379,19,22,Sem vínculo,0.0,Humanas,Presencial,Desempregado,7,44,1,0
380,26,29,Sênior,11418.29,Biológicas,Presencial,Autônomo/PJ,7,45,0,0
381,53,24,Pleno,5319.83,Biológicas,Presencial,Iniciativa Privada,8,12,1,0
382,25,28,Pleno,6236.34,Tecnologia,EAD,Iniciativa Privada,10,51,0,1
383,13,23,Sem vínculo,0.0,Biológicas,Híbrido,Desempregado,6,8,1,0
384,12,23,Júnior,2481.46,Humanas,EAD,Iniciativa Privada,8,56,1,0
385,72,32,Gestão,15540.38,Biológicas,EAD,Setor Público,7,68,1,0
386,22,24,Sem vínculo,0.0,Biológicas,EAD,Desempregado,6,42,1,0
387,38,30,Pleno,5896.77,Exatas,Híbrido,ONG,8,6,0,0
388,53,29,Pleno,5671.26,Humanas,EAD,Iniciativa Privada,4,43,1,0
389,81,29,Gestão,15861.54,Exatas,EAD,Iniciativa Privada,6,43,0,0
390,64,30,Gestão,15967.64,Exatas,Híbrido,Iniciativa Privada,10,94,0,0
391,91,32,Gestão,16465.43,Tecnologia,Presencial,Autônomo/PJ,7,67,1,0
392,27,24,Pleno,6743.99,Tecnologia,Presencial,Iniciativa Privada,4,76,1,0
393,115,32,Sênior,10678.74,Tecnologia,EAD,Iniciativa Privada,6,43,1,0
394,35,29,Pleno,7308.17,Biológicas,Presencial,Iniciativa Privada,8,78,0,0
395,43,24,Sênior,10267.89,Tecnologia,Presencial,Iniciativa Privada,9,39,1,0
396,107,33,Sênior,9573.55,Tecnologia,Presencial,Setor Público,9,76,0,0
397,114,33,Gestão,17169.98,Tecnologia,EAD,Setor Público,7,42,0,0
398,56,28,Sênior,11762.17,Exatas,Híbrido,Iniciativa Privada,8,61,1,0
399,59,25,Sênior,13254.81,Biológicas,Presencial,Iniciativa Privada,4,42,0,0
400,13,25,Sem vínculo,0.0,Humanas,Presencial,Desempregado,10,89,0,0
401,32,22,Pleno,9758.18,Tecnologia,Presencial,Iniciativa Privada,4,18,0,0
402,32,27,Pleno,4636.44,Biológicas,EAD,Autônomo/PJ,4,48,0,0
403,103,29,Sem vínculo,0.0,Tecnologia,Presencial,Desempregado,6,64,0,0
404,26,25,Sênior,10529.71,Biológicas,Presencial,Iniciativa Privada,7,76,1,0
405,35,27,Pleno,6942.86,Tecnologia,Presencial,Setor Público,10,24,1,0
406,102,29,Sem vínculo,0.0,Humanas,Presencial,Desempregado,9,83,1,0
407,33,24,Pleno,4417.81,Tecnologia,Presencial,Iniciativa Privada,4,40,0,0
408,116,36,Sênior,12155.31,Biológicas,EAD,Iniciativa Privada,8,22,1,0
409,69,28,Gestão,18828.32,Tecnologia,Presencial,Iniciativa Privada,7,57,1,0
410,102,35,Sênior,10704.45,Tecnologia,EAD,Iniciativa Privada,9,87,0,0
411,74,28,Gestão,16188.36,Biológicas,Presencial,Autônomo/PJ,8,42,1,1
412,66,30,Sênior,11362.02,Tecnologia,Presencial,ONG,10,39,1,0
413,53,27,Pleno,6536.66,Humanas,Presencial,Autônomo/PJ,8,29,1,0
414,24,29,Pleno,7132.94,Humanas,EAD,Iniciativa Privada,10,33,1,0
415,9,24,Pleno,4728.41,Exatas,EAD,Iniciativa Privada,4,9,1,0
416,40,30,Pleno,7618.84,Exatas,Híbrido,Setor Público,7,59,1,0
417,69,26,Sênior,11871.54,Biológicas,Presencial,Iniciativa Privada,5,0,0,0
418,54,29,Sênior,11962.15,Biológicas,Presencial,Setor Público,10,11,0,0
419,22,21,Júnior,3069.82,Exatas,Presencial,Iniciativa Privada,6,45,0,0
420,49,31,Pleno,6262.6,Tecnologia,Presencial,Setor Público,5,92,1,0
421,97,31,Sênior,11667.99,Tecnologia,Presencial,Setor Público,6,74,1,0
422,35,25,Pleno,5410.13,Tecnologia,Presencial,Iniciativa Privada,7,16,0,0
423,98,34,Gestão,13752.18,Exatas,Presencial,Iniciativa Privada,9,83,1,0
424,51,31,Pleno,5935.19,Biológicas,EAD,Iniciativa Privada,4,57,0,0
425,11,25,Pleno,4538.26,Humanas,EAD,Iniciativa Privada,7,37,1,0
426,104,33,Sênior,10266.29,Humanas,Presencial,Setor Público,5,5,1,0
427,110,31,Sênior,11185.95,Exatas,Presencial,Autônomo/PJ,8,61,1,0
428,42,29,Sênior,12092.63,Tecnologia,EAD,Autônomo/PJ,6,83,0,0
429,29,29,Sem vínculo,0.0,Humanas,Presencial,Desempregado,6,73,0,0
430,98,32,Gestão,19135.22,Humanas,EAD,Iniciativa Privada,5,9,0,0
431,118,31,Sênior,12533.0,Humanas,Híbrido,Iniciativa Privada,4,94,1,0
432,51,30,Pleno,5597.83,Tecnologia,Híbrido,Iniciativa Privada,7,25,0,0
433,58,31,Pleno,4583.57,Exatas,Presencial,Autônomo/PJ,5,57,1,0
434,100,35,Sênior,11028.61,Tecnologia,EAD,Iniciativa Privada,10,16,1,0
435,104,30,Sênior,12786.93,Tecnologia,EAD,Autônomo/PJ,7,52,0,0
436,65,29,Gestão,18315.26,Humanas,Presencial,Iniciativa Privada,10,77,0,1
437,102,34,Sem vínculo,0.0,Tecnologia,EAD,Desempregado,4,4,1,0
438,68,32,Sem vínculo,0.0,Biológicas,Presencial,Desempregado,8,66,0,0
439,90,34,Gestão,18637.3,Tecnologia,EAD,Iniciativa Privada,10,19,0,0
440,37,29,Sênior,12260.04,Exatas,Presencial,Iniciativa Privada,7,50,1,0
441,92,27,Sênior,9812.1,Biológicas,Presencial,Setor Público,10,45,1,1
442,38,25,Júnior,3057.51,Exatas,EAD,Iniciativa Privada,4,78,1,0
443,72,28,Sênior,10552.61,Biológicas,Presencial,Iniciativa Privada,5,66,0,0
444,23,24,Pleno,6813.19,Humanas,Presencial,Setor Público,9,2,1,0
445,30,26,Júnior,5209.5,Biológicas,Presencial,Iniciativa Privada,8,22,1,0
446,111,30,Sênior,13133.55,Tecnologia,Presencial,Setor Público,8,8,0,0
447,100,28,Pleno,4711.11,Tecnologia,EAD,Setor Público,8,10,1,0
448,59,30,Pleno,6851.21,Exatas,Presencial,Iniciativa Privada,6,46,1,0
449,63,31,Gestão,17686.36,Humanas,Presencial,Iniciativa Privada,9,48,0,1
450,72,32,Gestão,16696.97,Exatas,Presencial,Iniciativa Privada,4,43,0,0
451,109,29,Gestão,16771.73,Tecnologia,Presencial,Autônomo/PJ,7,12,1,0
452,51,31,Pleno,4939.64,Tecnologia,EAD,Iniciativa Privada,5,7,0,0
453,29,28,Pleno,6876.95,Tecnologia,Presencial,ONG,10,62,1,1
454,119,35,Pleno,6071.97,Humanas,EAD,Iniciativa Privada,10,21,1,0
455,37,27,Pleno,5632.7,Tecnologia,Presencial,Iniciativa Privada,8,37,1,0
456,52,29,Júnior,3930.09,Tecnologia,Presencial,Iniciativa Privada,8,26,0,0
457,91,32,Sênior,10776.39,Tecnologia,EAD,Iniciativa Privada,8,25,1,0
458,28,25,Pleno,6995.75,Humanas,Presencial,Iniciativa Privada,4,22,0,0
459,71,28,Pleno,6450.52,Biológicas,Presencial,Setor Público,5,94,0,0
460,32,28,Pleno,5405.28,Exatas,Presencial,Iniciativa Privada,4,92,1,0
461,111,33,Sênior,11944.07,Tecnologia,Presencial,Iniciativa Privada,5,64,1,0
462,7,26,Júnior,5175.39,Tecnologia,Presencial,Iniciativa Privada,7,73,0,0
463,95,30,Sênior,12511.97,Exatas,EAD,Autônomo/PJ,10,46,0,0
464,22,21,Júnior,3380.33,Exatas,Presencial,Setor Público,6,60,0,0
465,109,29,Gestão,16740.95,Exatas,Presencial,Iniciativa Privada,5,45,1,0
466,38,30,Pleno,6388.16,Biológicas,Híbrido,Autônomo/PJ,9,3,1,0
467,14,22,Pleno,5636.71,Biológicas,Híbrido,Iniciativa Privada,4,30,0,0
468,48,29,Júnior,4409.43,Tecnologia,Presencial,Autônomo/PJ,4,3,0,0
469,53,28,Júnior,3171.36,Tecnologia,Presencial,Iniciativa Privada,4,28,0,0
470,44,25,Pleno,6778.76,Exatas,Presencial,Iniciativa Privada,6,72,1,0
471,98,33,Sem vínculo,0.0,Exatas,Presencial,Desempregado,5,78,0,0
472,47,25,Sênior,13296.13,Exatas,Presencial,Iniciativa Privada,5,43,0,0
473,31,23,Júnior,3487.75,Humanas,Presencial,Autônomo/PJ,5,2,1,0
474,104,29,Sênior,11838.09,Tecnologia,Presencial,Iniciativa Privada,5,58,1,0
475,55,30,Pleno,7205.29,Biológicas,Presencial,Setor Público,8,78,1,0
476,30,25,Pleno,7154.84,Humanas,Presencial,ONG,8,52,1,0
477,29,23,Pleno,6669.69,Biológicas,Presencial,Iniciativa Privada,9,10,1,0
478,18,22,Júnior,3700.13,Humanas,Presencial,Autônomo/PJ,4,5,1,0
479,65,27,Gestão,15980.28,Humanas,Presencial,Setor Público,10,46,0,1
480,12,24,Júnior,4343.96,Tecnologia,EAD,Setor Público,8,6,1,0
481,62,26,Sênior,11433.51,Humanas,Híbrido,Iniciativa Privada,10,67,0,1
482,41,28,Pleno,6327.3,Tecnologia,Híbrido,ONG,10,84,0,1
483,50,31,Sênior,10375.12,Humanas,Presencial,Iniciativa Privada,5,0,1,0
484,25,23,Pleno,5506.57,Tecnologia,EAD,Iniciativa Privada,5,55,1,0
485,70,32,Gestão,17467.16,Tecnologia,Presencial,ONG,8,86,0,0
486,13,24,Júnior,5420.78,Tecnologia,Presencial,Autônomo/PJ,7,76,1,0
487,115,35,Sênior,9594.53,Tecnologia,EAD,Iniciativa Privada,9,42,0,0
488,21,25,Pleno,5974.82,Tecnologia,EAD,Iniciativa Privada,10,27,0,0
489,19,24,Júnior,2125.9,Biológicas,Presencial,Iniciativa Privada,10,28,1,0
490,81,28,Sênior,12530.31,Tecnologia,Presencial,Iniciativa Privada,4,17,1,0
491,92,31,Sênior,10109.48,Humanas,Presencial,Iniciativa Privada,6,86,1,0
492,20,26,Júnior,2474.23,Tecnologia,EAD,Setor Público,9,91,1,0
493,97,28,Sênior,11097.72,Exatas,Híbrido,Iniciativa Privada,4,72,0,0
494,103,35,Sênior,13572.79,Tecnologia,Presencial,Autônomo/PJ,4,61,0,0
495,71,32,Sênior,11429.48,Tecnologia,Híbrido,Autônomo/PJ,4,5,1,0
496,37,30,Pleno,6752.43,Tecnologia,Presencial,Iniciativa Privada,9,15,1,0
497,92,30,Gestão,17453.55,Exatas,Híbrido,Iniciativa Privada,10,100,1,0
498,68,32,Sênior,11059.01,Tecnologia,EAD,Iniciativa Privada,9,0,0,0
499,91,33,Gestão,14749.43,Biológicas,Presencial,Iniciativa Privada,8,21,1,1
500,56,31,Júnior,4356.96,Exatas,Presencial,Autônomo/PJ,10,45,0,0
501,30,24,Pleno,5479.73,Biológicas,Presencial,Iniciativa Privada,4,61,0,0
502,63,30,Sênior,13318.15,Biológicas,Híbrido,Setor Público,5,22,1,0
503,68,32,Sênior,10075.62,Humanas,Presencial,Iniciativa Privada,4,20,1,0
504,67,32,Sênior,11149.74,Biológicas,EAD,Iniciativa Privada,5,50,1,0
505,27,26,Pleno,6292.46,Tecnologia,Presencial,Iniciativa Privada,8,94,0,1
506,63,30,Sênior,11637.46,Biológicas,Híbrido,Iniciativa Privada,8,37,0,0
507,63,32,Sênior,11765.97,Tecnologia,Presencial,Iniciativa Privada,4,27,1,0
508,91,30,Gestão,14920.57,Exatas,Presencial,Iniciativa Privada,9,43,0,0
509,54,25,Sênior,11156.32,Humanas,Presencial,ONG,5,90,1,0
510,57,30,Sênior,10898.3,Biológicas,Presencial,Autônomo/PJ,5,38,0,0
511,47,26,Pleno,5205.52,Biológicas,Presencial,Iniciativa Privada,5,41,0,0
512,75,26,Sênior,12511.8,Tecnologia,EAD,Iniciativa Privada,5,41,0,0
513,20,24,Júnior,4554.48,Exatas,Presencial,Iniciativa Privada,6,59,1,0
514,59,28,Pleno,5838.2,Humanas,Presencial,Iniciativa Privada,8,56,1,0
515,112,33,Pleno,7148.6,Humanas,Presencial,Iniciativa Privada,5,76,1,0
516,65,32,Sênior,13235.57,Tecnologia,Presencial,Iniciativa Privada,6,95,1,0
517,106,31,Sênior,11168.4,Exatas,Presencial,Iniciativa Privada,6,6,0,0
518,102,32,Gestão,17276.17,Biológicas,EAD,Iniciativa Privada,8,50,0,0
519,13,22,Júnior,2399.27,Humanas,Presencial,Iniciativa Privada,7,96,0,0
520,58,29,Sênior,9218.97,Exatas,Presencial,Iniciativa Privada,4,76,1,0
521,65,28,Gestão,18253.58,Humanas,EAD,Autônomo/PJ,8,31,1,1
522,113,35,Gestão,14609.72,Exatas,Presencial,Iniciativa Privada,7,6,1,0
523,113,30,Pleno,5701.26,Biológicas,EAD,Iniciativa Privada,9,75,1,1
524,10,27,Júnior,3198.73,Exatas,Presencial,Setor Público,4,39,0,0
525,108,34,Gestão,15384.18,Exatas,Presencial,ONG,4,14,0,0
526,73,32,Gestão,17356.09,Biológicas,EAD,ONG,4,58,1,0
527,11,27,Júnior,4174.16,Tecnologia,Presencial,Autônomo/PJ,6,84,0,0
528,114,35,Sênior,11815.16,Biológicas,Presencial,Iniciativa Privada,5,11,0,0
529,101,35,Sênior,11713.77,Humanas,EAD,Setor Público,4,76,0,0
530,99,34,Sênior,11308.11,Biológicas,Presencial,Autônomo/PJ,10,41,1,0
531,52,29,Sênior,11057.72,Tecnologia,Presencial,Iniciativa Privada,5,38,0,0
532,104,29,Sênior,12746.8,Humanas,Híbrido,Iniciativa Privada,4,62,0,0
533,60,31,Pleno,7577.04,Biológicas,EAD,ONG,6,1,0,0
534,45,29,Pleno,5287.2,Humanas,Presencial,Iniciativa Privada,9,28,0,0
535,57,26,Pleno,5788.75,Tecnologia,EAD,Iniciativa Privada,4,60,0,0
536,21,24,Júnior,4330.92,Tecnologia,Presencial,Iniciativa Privada,8,28,0,0
537,18,26,Júnior,3937.08,Exatas,Presencial,Iniciativa Privada,10,99,0,1
538,119,36,Gestão,16846.98,Exatas,EAD,Iniciativa Privada,7,37,1,0
539,111,34,Sênior,10015.19,Humanas,Presencial,Setor Público,4,6,0,0
540,35,26,Pleno,6545.83,Exatas,Presencial,Autônomo/PJ,10,29,0,0
541,24,29,Pleno,5798.33,Biológicas,Presencial,Iniciativa Privada,7,86,0,0
542,22,26,Júnior,1500.0,Exatas,Híbrido,ONG,7,91,1,0
543,68,26,Sênior,14185.42,Tecnologia,Presencial,Iniciativa Privada,10,55,1,0
544,24,29,Pleno,3854.55,Tecnologia,Presencial,Iniciativa Privada,6,86,1,0
545,97,35,Gestão,15738.93,Humanas,Presencial,Autônomo/PJ,9,35,1,1
546,63,30,Gestão,18276.74,Exatas,Presencial,Autônomo/PJ,7,41,0,0
547,60,32,Sênior,13156.04,Exatas,Presencial,Setor Público,6,92,1,0
548,95,29,Sênior,11740.84,Humanas,Híbrido,ONG,9,3,1,0
549,106,31,Gestão,17152.41,Exatas,Presencial,Autônomo/PJ,4,83,1,0
550,95,34,Sênior,10738.09,Biológicas,Presencial,ONG,5,4,0,0
551,67,28,Gestão,17626.17,Biológicas,Presencial,Iniciativa Privada,6,45,0,0
552,28,27,Pleno,7424.35,Tecnologia,EAD,Autônomo/PJ,7,74,1,0
553,14,27,Sem vínculo,0.0,Biológicas,Presencial,Desempregado,7,1,1,0
554,17,21,Júnior,5367.06,Humanas,EAD,Autônomo/PJ,4,53,0,0
555,6,20,Júnior,1843.16,Exatas,Híbrido,Iniciativa Privada,10,87,1,0
556,63,31,Gestão,16376.98,Exatas,Presencial,Iniciativa Privada,6,58,0,0
557,6,26,Júnior,2188.09,Biológicas,Híbrido,Setor Público,4,32,1,0
558,116,35,Gestão,16751.44,Biológicas,Presencial,Iniciativa Privada,6,21,1,0
559,39,24,Sem vínculo,0.0,Exatas,Presencial,Desempregado,5,46,1,0
560,101,28,Pleno,7150.86,Tecnologia,EAD,Iniciativa Privada,8,5,0,0
561,53,30,Pleno,6654.74,Humanas,EAD,Iniciativa Privada,4,23,1,0
562,94,28,Sem vínculo,0.0,Tecnologia,EAD,Desempregado,7,92,0,0
563,109,33,Sênior,11466.39,Humanas,Presencial,Iniciativa Privada,4,48,1,0
564,114,36,Sênior,9982.73,Biológicas,Híbrido,Iniciativa Privada,10,95,0,1
565,6,21,Júnior,1518.32,Exatas,EAD,Setor Público,6,93,1,0
566,21,21,Júnior,4061.24,Tecnologia,Presencial,Setor Público,4,50,1,0
567,66,30,Sênior,10697.48,Humanas,Híbrido,Iniciativa Privada,5,40,1,0
568,108,33,Sem vínculo,0.0,Tecnologia,Híbrido,Desempregado,6,66,1,0
569,69,25,Sênior,11142.7,Tecnologia,Presencial,Iniciativa Privada,10,88,0,0
570,68,32,Sênior,10760.89,Humanas,EAD,Setor Público,10,91,0,1
571,74,27,Sênior,9711.2,Biológicas,EAD,Iniciativa Privada,9,78,1,0
572,27,24,Pleno,6767.26,Humanas,EAD,Setor Público,10,80,0,1
573,98,31,Gestão,17472.66,Exatas,Presencial,Iniciativa Privada,7,1,1,0
574,72,33,Pleno,7737.48,Humanas,EAD,Iniciativa Privada,7,90,0,0
575,81,26,Sênior,10769.26,Tecnologia,Híbrido,Iniciativa Privada,6,99,0,0
576,31,28,Sênior,10795.15,Biológicas,Presencial,Autônomo/PJ,9,77,0,1
577,21,22,Júnior,2247.99,Humanas,EAD,Iniciativa Privada,5,42,1,0
578,56,30,Júnior,4441.05,Biológicas,Presencial,Setor Público,10,31,1,0
579,106,34,Gestão,17632.28,Biológicas,Presencial,Autônomo/PJ,4,11,1,0
580,91,33,Sênior,9502.0,Exatas,Presencial,Iniciativa Privada,8,22,0,0
581,62,31,Sênior,11880.82,Biológicas,EAD,Iniciativa Privada,7,15,0,0
582,34,28,Júnior,4791.81,Biológicas,Presencial,Iniciativa Privada,5,43,1,0
583,83,30,Gestão,16617.23,Humanas,Presencial,Setor Público,10,1,0,1
584,97,28,Gestão,15328.58,Tecnologia,Presencial,Iniciativa Privada,5,6,1,0
585,74,33,Sênior,13232.93,Humanas,Presencial,Iniciativa Privada,5,20,1,0
586,52,24,Sênior,10642.28,Tecnologia,Presencial,Setor Público,4,57,1,0
587,118,36,Sênior,9503.39,Humanas,EAD,Setor Público,5,94,1,0
588,99,31,Sênior,10241.58,Tecnologia,EAD,Iniciativa Privada,5,22,0,0
589,115,30,Gestão,16565.8,Humanas,Presencial,Iniciativa Privada,6,59,1,1
590,67,27,Sênior,10776.48,Biológicas,Presencial,Autônomo/PJ,6,24,0,0
591,74,30,Sem vínculo,0.0,Tecnologia,EAD,Desempregado,5,34,1,0
592,81,27,Sênior,11469.7,Humanas,Presencial,ONG,5,98,1,0
593,21,25,Pleno,6717.02,Tecnologia,Híbrido,Setor Público,6,44,1,0
594,95,34,Gestão,16898.51,Humanas,Presencial,Iniciativa Privada,4,6,0,0
595,95,27,Sênior,10948.17,Humanas,Presencial,Iniciativa Privada,6,68,1,0
596,53,30,Pleno,5313.57,Tecnologia,Presencial,Iniciativa Privada,10,31,1,0
597,90,30,Gestão,15999.43,Exatas,Presencial,Iniciativa Privada,6,52,1,0
598,44,26,Pleno,6867.32,Biológicas,Presencial,Setor Público,6,68,1,0
599,105,33,Sênior,11532.56,Exatas,Presencial,Iniciativa Privada,6,24,1,0
600,38,25,Pleno,7842.53,Humanas,Presencial,Iniciativa Privada,8,94,1,1
601,99,31,Sem vínculo,0.0,Humanas,Presencial,Desempregado,7,83,1,0
602,106,34,Gestão,16687.96,Tecnologia,Presencial,Iniciativa Privada,10,85,1,0
603,28,22,Pleno,5926.96,Biológicas,Híbrido,Iniciativa Privada,10,76,1,0
604,15,23,Júnior,2231.96,Exatas,EAD,Iniciativa Privada,4,1,1,0
605,74,33,Sênior,12228.16,Exatas,EAD,Setor Público,9,85,0,0
606,105,29,Gestão,17699.29,Tecnologia,EAD,Setor Público,4,60,1,0
607,39,30,Júnior,5400.38,Exatas,Presencial,Iniciativa Privada,10,8,1,0
608,57,30,Pleno,6997.91,Humanas,EAD,Iniciativa Privada,5,50,0,0
609,100,34,Gestão,17557.86,Humanas,Presencial,Autônomo/PJ,8,1,0,0
610,15,24,Júnior,4807.51,Humanas,Presencial,Autônomo/PJ,5,44,1,0
611,24,24,Sem vínculo,0.0,Humanas,Presencial,Desempregado,4,31,1,0
612,63,25,Gestão,16735.73,Exatas,EAD,Autônomo/PJ,4,71,0,0
613,101,35,Gestão,17902.24,Exatas,EAD,Setor Público,9,79,1,0
614,6,25,Júnior,5790.32,Biológicas,Presencial,Iniciativa Privada,9,96,0,1
615,74,33,Gestão,18081.75,Biológicas,Presencial,Iniciativa Privada,5,74,0,0
616,114,33,Gestão,16067.76,Exatas,Presencial,Iniciativa Privada,7,31,0,0
617,9,24,Júnior,2458.9,Humanas,Presencial,Setor Público,5,7,1,0
618,21,21,Júnior,3032.64,Tecnologia,Híbrido,Autônomo/PJ,7,95,0,0
619,29,22,Júnior,3465.21,Tecnologia,Presencial,Iniciativa Privada,7,84,0,0
620,85,31,Gestão,16397.69,Humanas,Presencial,Iniciativa Privada,6,88,0,0
621,7,25,Júnior,3887.46,Exatas,Presencial,Iniciativa Privada,4,19,0,0
622,118,31,Sem vínculo,0.0,Tecnologia,Presencial,Desempregado,6,64,0,0
623,97,32,Pleno,5260.81,Humanas,Presencial,Setor Público,4,20,0,0
624,37,23,Pleno,6279.31,Biológicas,Híbrido,Autônomo/PJ,6,6,0,0
625,96,31,Gestão,15623.59,Biológicas,Híbrido,Autônomo/PJ,7,88,1,1
626,89,28,Sem vínculo,0.0,Exatas,Híbrido,Desempregado,6,8,0,0
627,29,27,Pleno,7649.76,Exatas,EAD,Autônomo/PJ,8,85,1,0
628,17,27,Pleno,4917.63,Tecnologia,EAD,Autônomo/PJ,6,1,0,0
629,55,29,Pleno,5088.06,Humanas,Híbrido,Iniciativa Privada,9,18,1,0
630,40,26,Pleno,7723.84,Biológicas,Híbrido,Iniciativa Privada,9,59,0,0
631,38,26,Pleno,7058.32,Biológicas,Híbrido,Iniciativa Privada,6,69,1,0
632,38,29,Pleno,6111.6,Humanas,Híbrido,Iniciativa Privada,6,58,0,0
633,66,32,Sem vínculo,0.0,Tecnologia,EAD,Desempregado,8,68,1,0
